avg_play_size,avg_task_size,change_set_avg,change_set_max,code_churn,code_churn_avg,code_churn_max,commit,commits_count,committed_at,contributors,defective,filepath,highest_experience,lines_blank,lines_code,lines_comment,loc_added,loc_added_avg,loc_added_max,loc_removed,loc_removed_avg,loc_removed_max,median_hunks_count,minor_contributors,num_authorized_key,num_block_error_handling,num_blocks,num_command_calls,num_commands,num_conditions,num_decisions,num_deprecated_keywords,num_deprecated_modules,num_distinct_modules,num_external_modules,num_fact_modules,num_file_exists,num_file_mode,num_file_modules,num_filters,num_ignore_errors,num_import_playbook,num_import_role,num_import_tasks,num_include,num_include_role,num_include_tasks,num_include_vars,num_keys,num_lookups,num_loops,num_math_operations,num_names_with_vars,num_parameters,num_paths,num_plays,num_regex,num_roles,num_sh_commands,num_suspicious_comments,num_tasks,num_tokens,num_unique_names,num_uri,num_user_interaction,num_vars,path_when_added,repo,text_entropy,tokens
0.0,5.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/install-consul-template/defaults/main.yml,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,modules/core/packer/roles/install-consul-template/defaults/main.yml,dsaidgovsg/terraform-modules,3.32,consul templat version consul templat user root base path optconsultempl supervisorctl usrbinsupervisorctl initctl sbininitctl
0.0,4.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/install-vault/tasks/main.yml,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,34.0,4.0,0.0,0.0,0.0,modules/core/packer/roles/install-vault/tasks/main.yml,dsaidgovsg/terraform-modules,4.31,name instal git apt name git state latest becom ye name checkout vault modul git repo vault modul url dest tmpterraformawsvault version vault modul version name instal vault shell tmpterraformawsvaultmodulesinstallvaultinstallvault version vault version
0.0,2.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/aws-cli/meta/main.yml,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,modules/core/packer/roles/aws-cli/meta/main.yml,dsaidgovsg/terraform-modules,1.58,depend role pip
0.0,5.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/pip3/tasks/main.yml,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,4.0,0.0,0.0,0.0,modules/core/packer/roles/pip3/tasks/main.yml,dsaidgovsg/terraform-modules,3.42,name instal pip apt name pythonpip state latest becom ye name updat pip pip name pip state latest becom ye
0.0,9.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/consul/tasks/main.yml,0.0,4.0,104.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,4.0,0.0,2.0,20.0,9.0,0.0,0.0,0.0,1.0,0.0,12.0,295.0,21.0,0.0,0.0,2.0,roles/consul/tasks/main.yml,dsaidgovsg/terraform-modules,6.19,name set famili flag set fact debian ansibl famili debian redhat ansibl famili red hat name check famili flag assert debian redhat msg debian redhat famili support name instal dnsmasq git via apt apt name item state latest item dnsmasq git becom ye debian name instal dnsmasq git via yum yum name item state latest item dnsmasq git becom ye redhat name configur dnsmasq copi src role path filesconsul dest path becom ye name setup dummi interfac via system setup block name copi systemd file copi src role path filesdummydebian item dest etcsystemdnetwork item item path path becom ye name enabl path shell systemctl enabl path becom ye debian name setup dummi interfac via sysconfig setup block name creat dummi network interfac copi src role path path dest path mode becom ye name copi sysconfignetworkscript file copi src role path filesdummyredhatifcfgdummi dest etcsysconfignetworkscriptsifcfgdummi becom ye name append nameserv use dnsmasq next startup copi src role path path dest path mode becom ye name enabl network servic onstartup servic name network enabl ye becom ye name enabl dnsmasq servic onstartup servic name dnsmasq enabl ye becom ye redhat name clone consul modul git repo consul modul repo dest tmpterraformawsconsul version consul modul version name instal consul shell tmpterraformawsconsulmodulesinstallconsulinstallconsul version consul version name copi consul configur copi src role path filesconfig dest optconsulconfig becom ye name instal post configur script copi src role path path dest optconsulbinpostconfigur mode becom ye name copi consul templat subconfigur templat src role path filestempl item dest optconsulconfig item var enabl syslog consul enabl syslog client addr consul client address item path path becom ye
0.0,6.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/install-ssh-script/tasks/main.yml,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,modules/core/packer/roles/install-ssh-script/tasks/main.yml,dsaidgovsg/terraform-modules,3.91,name instal configur script copi src role path path dest optvaultssh mode becom ye
0.0,5.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/consul/defaults/main.yml,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,modules/core/packer/roles/consul/defaults/main.yml,dsaidgovsg/terraform-modules,3.32,consul modul version consul modul repo http path consul version consul enabl syslog consul client address
0.0,13.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/aws-cli/tasks/main.yml,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,3.0,0.0,0.0,0.0,modules/core/packer/roles/aws-cli/tasks/main.yml,dsaidgovsg/terraform-modules,4.26,name updat aw cli block name uninstal apt aw cli apt name awscli state absent becom ye name instal pip pip name awscli version aw cli version state present becom ye
0.0,6.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/install-kms-aes/tasks/main.yml,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,3.0,0.0,0.0,0.0,modules/core/packer/roles/install-kms-aes/tasks/main.yml,dsaidgovsg/terraform-modules,4.14,name instal git apt name git state latest becom ye name check aeskm modul git repo km ae modul url dest km ae modul dest version km ae modul version becom ye
0.0,2.0,0.0,0.0,0.0,0.0,0.0,d07e81144faef6f482f5c857ff940b8cb21985e1,0.0,1537151613.0,0.0,0.0,roles/nomad/meta/main.yml,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,modules/core/packer/roles/nomad/meta/main.yml,dsaidgovsg/terraform-modules,1.58,depend role installconsultempl
